4,320,0.2,1.75,0.98012625,0.88865
4,120,0.2,2.25,0.99549875,0.8216375
4,200,1.0,1.5,0.969735625,0.8899875
4,80,1.0,2.25,0.995570625,0.7486208333333333
4,140,1.0,1.0,0.90919375,0.9510416666666667
4,200,0.2,0.5,0.7764575,0.9770520833333333
4,360,0.2,1.75,0.9774756250000001,0.8731229166666665
4,180,0.2,0.0,0.6712212500000001,0.9854166666666667
4,220,1.0,1.25,0.94130125,0.9255874999999999
4,80,0.2,0.25,0.7244893750000001,0.9875020833333333
4,280,0.2,3.5,0.9999518749999999,0.6974958333333333
4,100,0.2,3.5,0.99997,0.6709041666666667
4,180,1.0,2.75,0.9993762500000001,0.7602979166666667
4,40,1.0,3.25,0.9988662500000001,0.7274958333333333
4,340,0.2,2.5,0.997971875,0.7949458333333334
4,240,1.0,2.5,0.998050625,0.8454208333333334
4,280,0.2,3.25,0.9998600000000001,0.6875729166666668
4,340,1.0,2.75,0.9988275,0.7350416666666666
4,40,1.0,2.0,0.9839574999999999,0.8380020833333334
4,280,1.0,2.25,0.9959906249999999,0.8546395833333335
4,40,1.0,3.0,0.9973031250000001,0.6249958333333333
4,320,1.0,3.25,0.9998831250000001,0.772225
4,60,1.0,0.25,0.724916875,0.9884499999999999
4,80,0.2,1.75,0.98498125,0.8623854166666666
4,40,1.0,1.75,0.9772362499999999,0.7531687499999999
4,280,0.2,1.75,0.9808337500000001,0.8896041666666666
4,240,0.2,1.0,0.900379375,0.9423916666666666
4,340,0.2,1.25,0.930804375,0.9259916666666665
4,380,1.0,3.75,0.99998,0.7567625000000001
4,40,0.2,0.25,0.729578125,0.9891
4,160,0.2,3.25,0.9999212500000001,0.6938874999999999
4,160,0.2,1.0,0.90672125,0.9538604166666667
4,320,1.0,0.5,0.7598375,0.97105
4,180,1.0,2.5,0.998395625,0.7758541666666666
4,320,1.0,2.25,0.9952306249999999,0.8422166666666667
4,180,0.2,2.5,0.9984025,0.8380500000000001
4,240,0.2,2.75,0.9992150000000001,0.7964854166666666
4,360,1.0,3.75,0.999974375,0.7491895833333334
4,180,1.0,3.0,0.9996706249999999,0.7126166666666668
4,140,0.2,3.25,0.9998606250000001,0.6738354166666666
4,300,1.0,1.75,0.980893125,0.8505041666666666
4,120,0.2,3.75,0.99998875,0.6788770833333334
4,240,1.0,3.0,0.99974,0.7274541666666666
4,100,0.2,1.25,0.93746125,0.9240208333333332
4,100,0.2,3.25,0.9999068750000001,0.7501020833333333
4,260,1.0,1.25,0.94087,0.9304875
4,340,1.0,2.25,0.994845,0.8467958333333332
4,300,1.0,0.25,0.6867525000000001,0.9779812500000001
4,200,1.0,2.0,0.99266625,0.8130145833333332
4,340,1.0,1.75,0.978659375,0.86994375
4,340,0.2,3.75,0.999983125,0.7109020833333334
4,340,1.0,0.5,0.7555899999999999,0.967275
4,60,0.2,1.25,0.943555,0.9052770833333333
4,360,1.0,2.0,0.9896431250000001,0.8407541666666667
4,180,0.2,1.25,0.944846875,0.9419979166666667
4,200,1.0,3.5,0.999975625,0.7517229166666666
4,360,0.2,1.5,0.9581556250000001,0.8699041666666667
4,300,1.0,3.25,0.999868125,0.8016687500000002
4,100,1.0,1.25,0.949029375,0.91486875
4,180,0.2,2.0,0.992391875,0.8476145833333334
4,140,0.2,0.5,0.7851725,0.97900625
4,320,0.2,3.25,0.9998500000000001,0.7472249999999999
4,120,0.2,0.5,0.7876449999999999,0.9811874999999999
4,260,0.2,1.25,0.9384987499999999,0.9120979166666666
4,340,0.2,2.0,0.98888,0.8405958333333333
4,280,1.0,2.5,0.998010625,0.8198520833333333
4,240,0.2,0.5,0.7726512499999999,0.9743541666666667
4,200,0.2,1.5,0.96899,0.9047000000000001
4,300,0.2,2.5,0.9981756250000001,0.7636541666666666
4,80,1.0,1.5,0.967275625,0.8657520833333333
4,220,0.2,2.75,0.9992475,0.7850166666666666
4,120,1.0,3.5,0.999964375,0.6435749999999999
4,140,0.2,2.5,0.998454375,0.7917270833333333
4,280,1.0,3.75,0.99998,0.7207104166666666
4,120,1.0,3.75,0.999986875,0.68916875
4,60,0.2,2.5,0.99821375,0.7721520833333333
4,100,0.2,3.75,0.99998,0.6440520833333334
4,340,0.2,1.75,0.9811799999999999,0.86605
4,120,0.2,1.5,0.973326875,0.9082312499999999
